molDWRow_1451, 43.10389725626664, 11, 2
molDWRow_44, 19.349346103085132, 6, 4
molDWRow_104, 23.24547623438069, 22, 6
molDWRow_141, 13.557611205408048, 25, 24
molDWRow_1502, -7.416795520749384, 6, 1
molDWRow_1003, -9.317905153185363, 7, 1
molDWRow_1057, 15.860803878842804, 10, 10
molDWRow_1035, -23.09368630851661, 10, 1
molDWRow_109, 18.134178458859576, 17, 21
molDWRow_1512, 6.172138248660442, 28, 11
molDWRow_1000, 4.927211376876982, 8, 1
molDWRow_1508, 10.558333572231883, 7, 1
molDWRow_1034, -19.944746551139353, 11, 1
molDWRow_1381, 9.034071850001956, 9, 2
molDWRow_1010, 8.616798852804632, 14, 1
molDWRow_1188, 19.968788145315813, 12, 2
molDWRow_1615, 15.90529078709341, 8, 1
molDWRow_1674, -3.708333581872527, 5, 9
molDWRow_1058, 6.367262365834357, 29, 15
molDWRow_1241, 24.316880974951417, 9, 2
molDWRow_1496, -4.919844124508904, 1, 1
molDWRow_292, 15.056405843466736, 6, 8
molDWRow_1660, -26.855842302347682, 1, 1
molDWRow_1516, 3.337710053622657, 31, 12
molDWRow_1242, 15.792359657588626, 37, 20
molDWRow_1537, 8.990173200917859, 1, 1
molDWRow_1657, -10.394088933364463, 1, 1
molDWRow_1005, -14.444733064424366, 10, 1
molDWRow_1196, 8.100926495036905, 13, 2
molDWRow_315, -8.222742982204155, 23, 27
molDWRow_1504, -7.884794026491197, 7, 1
molDWRow_1233, 4.601063578526927, 14, 3
molDWRow_1385, 18.567609384196228, 8, 1
molDWRow_1656, 7.191743541151662, 1, 1
molDWRow_1056, 8.697200635674971, 10, 33
molDWRow_1181, 25.979921905463247, 9, 2
molDWRow_1524, -6.245715289726316, 15, 7
molDWRow_1001, -1.9491005417522365, 9, 1
molDWRow_1535, 21.2065580898802, 10, 16
molDWRow_1349, 13.139496137500293, 38, 19
molDWRow_1511, 10.138460423915125, 10, 1
molDWRow_1653, 11.598474748302005, 4, 2
molDWRow_1243, 23.260124285318213, 45, 6
molDWRow_1546, 16.92406755693167, 5, 9
molDWRow_1610, 9.628840400253758, 1, 9
molDWRow_30, -19.78971951036763, 21, 18
SAMPLmol4, 4.385790539485062, 10, 1
molDWRow_1415, 4.509935229362573, 8, 2
molDWRow_1675, -6.243292027366034, 6, 1
molDWRow_1536, 15.516829148574484, 8, 6
molDWRow_1614, 2.116424881313562, 8, 1
molDWRow_1064, 6.598611344659947, 63, 34
molDWRow_1195, 15.65313442790119, 5, 2
